order_id,product_id,quantity,unit_price,line_total
1067873,20,2,4.92,9.84
1067873,23,5,2.76,13.80
1101597,2,5,9.75,48.75
1101597,7,2,9.80,19.60
1101597,12,1,9.99,9.99
1101597,23,1,2.76,2.76
1101597,26,3,6.12,18.36
1101703,14,3,3.05,9.15
1101703,16,2,9.41,18.82
1120459,16,2,9.41,18.82
1122328,8,2,6.44,12.88
1122328,18,3,7.50,22.50
1122328,23,1,2.76,2.76
1131784,1,2,3.91,7.82
1131784,15,3,1.78,5.34
1131784,20,5,4.92,24.60
1131800,17,1,6.47,6.47
1131800,19,5,8.44,42.20
1162638,12,4,9.99,39.96
1167042,15,0,1.78,0.00
1167042,19,3,8.44,25.32
1167042,22,3,1.67,5.01
1167042,25,1,1.89,1.89
1171661,2,2,9.75,19.50
1171661,10,2,2.22,4.44
1202192,9,1,2.96,2.96
1202192,27,3,6.64,19.92
1208676,7,5,9.80,49.00
1208676,16,4,9.41,37.64
1208676,23,3,2.76,8.28
1208676,25,5,1.89,9.45
1215368,18,3,7.50,22.50
1217106,4,5,2.16,10.80
1227914,5,2,1.71,3.42
1227914,9,2,2.96,5.92
1227914,11,3,0.63,1.89
1227914,34,3,2.40,7.20
1238733,3,3,8.99,26.97
1238733,27,4,6.64,26.56
1238733,30,2,4.93,9.86
1239714,2,2,9.75,19.50
1239714,15,1,1.78,1.78
1239714,27,5,6.64,33.20
1239714,36,1,3.77,3.77
1264607,15,3,1.78,5.34
1264607,25,1,1.89,1.89
1264607,27,1,6.64,6.64
1264607,32,3,7.95,23.85
1270205,3,1,8.99,8.99
1270205,10,2,2.22,4.44
1278810,7,3,9.80,29.40
1278810,32,4,7.95,31.80
1278810,35,1,5.97,5.97
1278810,36,2,3.77,7.54
1288185,4,3,2.16,6.48
1288185,6,1,7.51,7.51
1288185,15,2,1.78,3.56
1288185,36,3,3.77,11.31
1296768,4,4,2.16,8.64
1296768,20,4,4.92,19.68
1296768,33,5,8.73,43.65
1298766,10,5,2.22,11.10
1298766,18,4,7.50,30.00
1298766,26,1,6.12,6.12
1298766,29,2,4.54,9.08
1302544,9,4,2.96,11.84
1356085,8,3,6.44,19.32
1356085,11,4,0.63,2.52
1356085,23,2,2.76,5.52
1356085,36,3,3.77,11.31
1364919,5,2,1.71,3.42
1364919,25,3,1.89,5.67
1364919,26,1,6.12,6.12
1364919,29,2,4.54,9.08
1378068,2,4,9.75,39.00
1378068,18,5,7.50,37.50
1386942,17,1,6.47,6.47
1386942,23,3,2.76,8.28
1408552,4,5,2.16,10.80
1408552,7,5,9.80,49.00
1426518,8,3,6.44,19.32
1426518,16,2,9.41,18.82
1426518,21,1,7.25,7.25
1428783,27,5,6.64,33.20
1430330,6,3,7.51,22.53
1430330,14,5,3.05,15.25
1430330,17,1,6.47,6.47
1430330,24,2,4.81,9.62
1441527,9,3,2.96,8.88
1441527,13,4,6.36,25.44
1441527,15,5,1.78,8.90
1441527,23,4,2.76,11.04
1441527,32,3,7.95,23.85
1460670,3,4,8.99,35.96
1460670,8,5,6.44,32.20
1460670,20,3,4.92,14.76
1482062,1,3,3.91,11.73
1482062,6,2,7.51,15.02
1482062,7,4,9.80,39.20
1482062,18,1,7.50,7.50
1482062,24,5,4.81,24.05
1485461,7,5,9.80,49.00
1485461,16,5,9.41,47.05
1486981,24,4,4.81,19.24
1486981,36,2,3.77,7.54
1487647,15,1,1.78,1.78
1487647,24,4,4.81,19.24
1487647,36,1,3.77,3.77
1495480,19,3,8.44,25.32
1495480,26,2,6.12,12.24
1496852,7,4,9.80,39.20
1496852,11,5,0.63,3.15
1496852,15,4,1.78,7.12
1504511,22,4,1.67,6.68
1504511,32,2,7.95,15.90
1504951,28,4,1.72,6.88
1515231,32,2,7.95,15.90
1517845,20,2,4.92,9.84
1517845,36,4,3.77,15.08
1537498,25,5,1.89,9.45
1542642,16,3,9.41,28.23
1542642,23,3,2.76,8.28
1567921,9,5,2.96,14.80
1567921,16,1,9.41,9.41
1567921,24,4,4.81,19.24
1568217,20,4,4.92,19.68
1568217,28,1,1.72,1.72
1574908,3,5,8.99,44.95
1574908,6,2,7.51,15.02
1574908,17,5,6.47,32.35
1574908,27,2,6.64,13.28
1574908,36,1,3.77,3.77
1584314,5,3,1.71,5.13
1584314,32,3,7.95,23.85
1584314,35,4,5.97,23.88
1587133,1,5,3.91,19.55
1587133,13,2,6.36,12.72
1587133,17,4,6.47,25.88
1587133,21,3,7.25,21.75
1587133,30,3,4.93,14.79
1589664,11,5,0.63,3.15
1589664,21,4,7.25,29.00
1598750,4,4,2.16,8.64
1599080,19,5,8.44,42.20
1599080,21,4,7.25,29.00
1601959,18,5,7.50,37.50
1601959,28,4,1.72,6.88
1611995,11,4,0.63,2.52
1611995,19,4,8.44,33.76
1611995,22,1,1.67,1.67
1611995,34,3,2.40,7.20
1614108,14,1,3.05,3.05
1614108,21,2,7.25,14.50
1614108,35,2,5.97,11.94
1621957,1,5,3.91,19.55
1621957,16,3,9.41,28.23
1621957,19,5,8.44,42.20
1621957,23,2,2.76,5.52
1623193,28,2,1.72,3.44
1635022,6,4,7.51,30.04
1635022,15,3,1.78,5.34
1635022,23,2,2.76,5.52
1635022,28,1,1.72,1.72
1635022,29,5,4.54,22.70
1635558,19,4,8.44,33.76
1635558,25,5,1.89,9.45
1635558,35,3,5.97,17.91
1637647,2,1,9.75,9.75
1637647,9,5,2.96,14.80
1637647,14,1,3.05,3.05
1637647,25,3,1.89,5.67
1637647,33,5,8.73,43.65
1650397,14,5,3.05,15.25
1650397,18,4,7.50,30.00
1707618,4,4,2.16,8.64
1707618,19,3,8.44,25.32
1713313,19,1,8.44,8.44
1713313,35,2,5.97,11.94
1713401,20,1,4.92,4.92
1713401,21,5,7.25,36.25
1713401,25,3,1.89,5.67
1713401,27,2,6.64,13.28
1714245,15,3,1.78,5.34
1721436,29,5,4.54,22.70
1721436,30,1,4.93,4.93
1721436,34,3,2.40,7.20
1730088,2,1,9.75,9.75
1730088,14,4,3.05,12.20
1730088,17,2,6.47,12.94
1730088,34,5,2.40,12.00
1740572,12,4,9.99,39.96
1740572,17,5,6.47,32.35
1740572,24,4,4.81,19.24
1740572,34,5,2.40,12.00
1752075,3,1,8.99,8.99
1752075,11,2,0.63,1.26
1752075,32,3,7.95,23.85
1754737,7,1,9.80,9.80
1767351,19,5,8.44,42.20
1780036,4,2,2.16,4.32
1780036,7,3,9.80,29.40
1780046,6,5,7.51,37.55
1780046,8,4,6.44,25.76
1780046,16,5,9.41,47.05
1780046,24,2,4.81,9.62
1780046,36,4,3.77,15.08
1781400,14,2,3.05,6.10
1781400,27,2,6.64,13.28
1781400,33,3,8.73,26.19
1796663,9,3,2.96,8.88
1796663,23,5,2.76,13.80
1796663,25,2,1.89,3.78
1796663,31,5,4.12,20.60
1796850,9,3,2.96,8.88
1796850,16,1,9.41,9.41
1796850,26,3,6.12,18.36
1796850,27,1,6.64,6.64
1796850,31,5,4.12,20.60
1797427,5,2,1.71,3.42
1797427,21,4,7.25,29.00
1797427,22,5,1.67,8.35
1797427,27,5,6.64,33.20
1797427,33,4,8.73,34.92
1797987,5,5,1.71,8.55
1797987,21,2,7.25,14.50
1797987,29,5,4.54,22.70
1821896,16,5,9.41,47.05
1821896,26,5,6.12,30.60
1821896,31,5,4.12,20.60
1830274,1,5,3.91,19.55
1830274,29,3,4.54,13.62
1830274,31,4,4.12,16.48
1839749,11,3,0.63,1.89
1847448,6,2,7.51,15.02
1847448,10,3,2.22,6.66
1847448,19,1,8.44,8.44
1847448,34,3,2.40,7.20
1850835,1,3,3.91,11.73
1850835,13,4,6.36,25.44
1850835,17,1,6.47,6.47
1850835,18,1,7.50,7.50
1875589,4,5,2.16,10.80
1875589,13,4,6.36,25.44
1875589,26,4,6.12,24.48
1878696,7,2,9.80,19.60
1878696,18,2,7.50,15.00
1878696,25,3,1.89,5.67
1878696,29,4,4.54,18.16
1883062,7,1,9.80,9.80
1883062,10,1,2.22,2.22
1883062,30,5,4.93,24.65
1883062,32,4,7.95,31.80
1890980,13,3,6.36,19.08
1890980,18,2,7.50,15.00
1890980,29,1,4.54,4.54
1893552,9,5,2.96,14.80
1893552,12,1,9.99,9.99
1893552,14,3,3.05,9.15
1893552,18,3,7.50,22.50
1893552,28,3,1.72,5.16
1898334,29,5,4.54,22.70
1917882,18,1,7.50,7.50
1946371,26,4,6.12,24.48
1947771,7,3,9.80,29.40
1947771,17,2,6.47,12.94
1947771,20,2,4.92,9.84
1947771,33,2,8.73,17.46
1947771,35,4,5.97,23.88
1992915,20,4,4.92,19.68
1992915,24,1,4.81,4.81
1998277,32,4,7.95,31.80
2000856,13,3,6.36,19.08
2036115,9,5,2.96,14.80
2036115,15,5,1.78,8.90
2036115,20,3,4.92,14.76
2036115,27,3,6.64,19.92
2051592,2,5,9.75,48.75
2051592,7,4,9.80,39.20
2051592,29,2,4.54,9.08
2081141,2,5,9.75,48.75
2081141,31,2,4.12,8.24
2086970,21,3,7.25,21.75
2089077,19,3,8.44,25.32
2092336,1,3,3.91,11.73
2092336,6,4,7.51,30.04
2092336,10,4,2.22,8.88
2092336,21,3,7.25,21.75
2092336,35,5,5.97,29.85
2100488,9,1,2.96,2.96
2100488,20,2,4.92,9.84
2100488,23,2,2.76,5.52
2100488,36,4,3.77,15.08
2118614,36,2,3.77,7.54
2143669,17,4,6.47,25.88
2169778,2,3,9.75,29.25
2169778,12,5,9.99,49.95
2169778,29,2,4.54,9.08
2169778,31,4,4.12,16.48
2190129,3,5,8.99,44.95
2190129,4,1,2.16,2.16
2190129,21,3,7.25,21.75
2190129,36,4,3.77,15.08
2206604,6,2,7.51,15.02
2206604,10,2,2.22,4.44
2206935,1,5,3.91,19.55
2206935,15,3,1.78,5.34
2206935,19,5,8.44,42.20
2206935,34,2,2.40,4.80
2206935,36,1,3.77,3.77
2220856,3,4,8.99,35.96
2224791,21,3,7.25,21.75
2235757,3,4,8.99,35.96
2235757,28,2,1.72,3.44
2235757,31,3,4.12,12.36
2235757,34,2,2.40,4.80
2237054,10,5,2.22,11.10
2237054,21,4,7.25,29.00
2237054,30,2,4.93,9.86
2237054,33,4,8.73,34.92
2237054,34,4,2.40,9.60
2273071,11,3,0.63,1.89
2273071,16,2,9.41,18.82
2273071,23,2,2.76,5.52
2273071,26,2,6.12,12.24
2273071,33,4,8.73,34.92
2286363,18,4,7.50,30.00
2289288,29,3,4.54,13.62
2327495,8,3,6.44,19.32
2327495,14,4,3.05,12.20
2327495,29,5,4.54,22.70
2329733,3,5,8.99,44.95
2329733,15,2,1.78,3.56
2345377,3,2,8.99,17.98
2345377,10,4,2.22,8.88
2345377,19,5,8.44,42.20
2345377,21,3,7.25,21.75
2345377,25,1,1.89,1.89
2349357,16,1,9.41,9.41
2353660,4,2,2.16,4.32
2363360,17,2,6.47,12.94
2363360,20,4,4.92,19.68
2364480,9,5,2.96,14.80
2364480,10,1,2.22,2.22
2364480,14,3,3.05,9.15
2364480,33,3,8.73,26.19
2372852,9,2,2.96,5.92
2372852,22,4,1.67,6.68
2383598,8,1,6.44,6.44
2383598,12,3,9.99,29.97
2383598,14,5,3.05,15.25
2383598,15,4,1.78,7.12
2383665,21,3,7.25,21.75
2383665,28,2,1.72,3.44
2398461,24,1,4.81,4.81
2405769,15,2,1.78,3.56
2421809,1,4,3.91,15.64
2429648,7,1,9.80,9.80
2429648,9,5,2.96,14.80
2429648,10,3,2.22,6.66
2439868,3,5,8.99,44.95
2439868,5,5,1.71,8.55
2439868,17,1,6.47,6.47
2439868,36,3,3.77,11.31
2444122,4,2,2.16,4.32
2444122,17,1,6.47,6.47
2444122,21,4,7.25,29.00
2444122,23,4,2.76,11.04
2553391,17,1,6.47,6.47
2553391,23,1,2.76,2.76
2553391,25,5,1.89,9.45
2580857,19,5,8.44,42.20
2580857,21,1,7.25,7.25
2580857,35,1,5.97,5.97
2592477,6,1,7.51,7.51
2592477,18,1,7.50,7.50
2592477,22,5,1.67,8.35
2592477,31,1,4.12,4.12
2592477,36,1,3.77,3.77
2611943,20,3,4.92,14.76
2633822,22,1,1.67,1.67
2633822,29,3,4.54,13.62
2655030,9,1,2.96,2.96
2655030,18,4,7.50,30.00
2678595,5,5,1.71,8.55
2678595,7,5,9.80,49.00
2678595,27,5,6.64,33.20
2678595,29,2,4.54,9.08
2679945,8,1,6.44,6.44
2679945,25,1,1.89,1.89
2694182,2,2,9.75,19.50
2694182,5,2,1.71,3.42
2694182,9,2,2.96,5.92
2699317,1,5,3.91,19.55
2699317,25,5,1.89,9.45
2699317,28,2,1.72,3.44
2699317,34,5,2.40,12.00
2699317,35,2,5.97,11.94
2711359,6,4,7.51,30.04
2711359,10,5,2.22,11.10
2711359,21,4,7.25,29.00
2711359,31,5,4.12,20.60
2713370,15,2,1.78,3.56
2713370,18,1,7.50,7.50
2718593,15,3,1.78,5.34
2718593,22,5,1.67,8.35
2718593,29,1,4.54,4.54
2718593,35,2,5.97,11.94
2730002,4,2,2.16,4.32
2733695,5,3,1.71,5.13
2733695,7,1,9.80,9.80
2733695,9,2,2.96,5.92
2733695,12,2,9.99,19.98
2734365,20,5,4.92,24.60
2734365,22,3,1.67,5.01
2734365,24,2,4.81,9.62
2734365,25,4,1.89,7.56
2734365,34,5,2.40,12.00
2744819,6,2,7.51,15.02
2744819,21,2,7.25,14.50
2744819,25,3,1.89,5.67
2744819,36,2,3.77,7.54
2749962,11,1,0.63,0.63
2749962,28,4,1.72,6.88
2749962,35,5,5.97,29.85
2753230,3,4,8.99,35.96
2753230,6,3,7.51,22.53
2753230,14,4,3.05,12.20
2753230,17,5,6.47,32.35
2753230,23,5,2.76,13.80
2783693,1,1,3.91,3.91
2783693,20,4,4.92,19.68
2783693,31,4,4.12,16.48
2784912,17,4,6.47,25.88
2831701,5,1,1.71,1.71
2831701,21,5,7.25,36.25
2831701,24,2,4.81,9.62
2831701,30,5,4.93,24.65
2832937,9,5,2.96,14.80
2873075,29,1,4.54,4.54
2905324,5,3,1.71,5.13
2905324,21,2,7.25,14.50
2908791,16,3,9.41,28.23
2908791,17,4,6.47,25.88
2908791,23,3,2.76,8.28
2908791,31,1,4.12,4.12
2929801,6,5,7.51,37.55
2929801,7,3,9.80,29.40
2929801,9,4,2.96,11.84
2945339,19,2,8.44,16.88
2945339,32,5,7.95,39.75
2955797,9,1,2.96,2.96
2955797,16,1,9.41,9.41
2963739,16,4,9.41,37.64
2963739,19,2,8.44,16.88
2963739,28,3,1.72,5.16
2977870,12,5,9.99,49.95
2977870,29,4,4.54,18.16
2981652,11,4,0.63,2.52
2981652,30,2,4.93,9.86
2981652,34,4,2.40,9.60
2982064,7,1,9.80,9.80
2982064,27,5,6.64,33.20
2982064,28,3,1.72,5.16
2982064,30,1,4.93,4.93
2990394,14,5,3.05,15.25
2990394,18,3,7.50,22.50
2990394,19,2,8.44,16.88
2990394,21,3,7.25,21.75
2990394,27,1,6.64,6.64
3004830,8,4,6.44,25.76
3004830,14,1,3.05,3.05
3004830,20,1,4.92,4.92
3004830,35,2,5.97,11.94
3012476,1,2,3.91,7.82
3012476,4,5,2.16,10.80
3012476,10,3,2.22,6.66
3018929,21,1,7.25,7.25
3018929,29,4,4.54,18.16
3018929,30,5,4.93,24.65
3018929,33,3,8.73,26.19
3030142,16,4,9.41,37.64
3030142,19,5,8.44,42.20
3030142,26,3,6.12,18.36
3047116,22,3,1.67,5.01
3047116,26,4,6.12,24.48
3090443,29,4,4.54,18.16
3140151,12,1,9.99,9.99
3140151,16,4,9.41,37.64
3144767,11,1,0.63,0.63
3144767,20,2,4.92,9.84
3144767,28,2,1.72,3.44
3144767,29,4,4.54,18.16
3144767,33,3,8.73,26.19
3149992,9,3,2.96,8.88
3149992,12,3,9.99,29.97
3149992,16,1,9.41,9.41
3149992,28,3,1.72,5.16
3149992,35,3,5.97,17.91
3151275,4,5,2.16,10.80
3151275,5,1,1.71,1.71
3151275,14,2,3.05,6.10
3151275,28,4,1.72,6.88
3151275,35,3,5.97,17.91
3155884,8,3,6.44,19.32
3155884,36,4,3.77,15.08
3166791,4,5,2.16,10.80
3169081,8,1,6.44,6.44
3169081,19,2,8.44,16.88
3177899,5,5,1.71,8.55
3177899,8,3,6.44,19.32
3177899,12,1,9.99,9.99
3177899,18,5,7.50,37.50
3186408,4,4,2.16,8.64
3186408,13,4,6.36,25.44
3186408,30,5,4.93,24.65
3218171,4,5,2.16,10.80
3218171,8,1,6.44,6.44
3218171,12,4,9.99,39.96
3218171,23,3,2.76,8.28
3218171,34,3,2.40,7.20
3233929,8,2,6.44,12.88
3233929,11,2,0.63,1.26
3233929,12,5,9.99,49.95
3233929,35,3,5.97,17.91
3244867,4,2,2.16,4.32
3244867,11,3,0.63,1.89
3245647,14,5,3.05,15.25
3245647,16,1,9.41,9.41
3245647,21,5,7.25,36.25
3245647,23,1,2.76,2.76
3249996,11,4,0.63,2.52
3249996,13,3,6.36,19.08
3249996,26,4,6.12,24.48
3256384,10,4,2.22,8.88
3256384,22,5,1.67,8.35
3267751,1,1,3.91,3.91
3267751,5,1,1.71,1.71
3267751,7,5,9.80,49.00
3267751,29,5,4.54,22.70
3289052,7,1,9.80,9.80
3289052,10,1,2.22,2.22
3289052,36,3,3.77,11.31
3290369,2,4,9.75,39.00
3290369,3,3,8.99,26.97
3290369,11,5,0.63,3.15
3290815,22,1,1.67,1.67
3292076,2,4,9.75,39.00
3292076,5,1,1.71,1.71
3292076,8,3,6.44,19.32
3292076,26,2,6.12,12.24
3295731,2,5,9.75,48.75
3295731,3,5,8.99,44.95
3295731,14,5,3.05,15.25
3295731,18,4,7.50,30.00
3295731,36,5,3.77,18.85
3300609,19,4,8.44,33.76
3305889,12,4,9.99,39.96
3305889,20,3,4.92,14.76
3305889,35,3,5.97,17.91
3310322,5,5,1.71,8.55
3310322,20,1,4.92,4.92
3310322,29,5,4.54,22.70
3311265,15,5,1.78,8.90
3320585,1,1,3.91,3.91
3320585,29,3,4.54,13.62
3322809,14,2,3.05,6.10
3322809,36,5,3.77,18.85
3333071,24,4,4.81,19.24
3335553,4,5,2.16,10.80
3335553,15,2,1.78,3.56
3335553,23,5,2.76,13.80
3335553,27,5,6.64,33.20
3335553,32,4,7.95,31.80
3336427,19,3,8.44,25.32
3336427,32,5,7.95,39.75
3341069,27,3,6.64,19.92
