order_id,order_datetime,customer_id,total_amount,num_items
4924261,2024-02-02T15:31:29.731186,6,82.61,3
4924904,2024-02-02T13:57:31.426170,12,21.08,2
4945885,2024-02-04T09:09:18.508220,23,24.98,2
4964817,2024-02-04T23:13:03.666392,6,93.79,5
5011408,2024-02-02T03:48:10.071573,7,13.2,2
5012742,2024-02-03T05:47:05.161617,3,13.28,1
5016987,2024-02-04T19:36:30.189691,19,10.26,2
5031933,2024-02-04T22:17:28.111042,26,43.82,3
5035958,2024-02-02T01:41:05.142534,24,97.17,5
5039820,2024-02-10T19:11:14.507081,25,37.68,2
5045345,2024-02-05T20:27:18.844077,13,22.5,1
5049619,2024-02-05T08:16:50.392287,22,62.8,4
5077190,2024-02-04T21:33:57.848000,29,34.5,3
5095266,2024-02-05T12:56:18.540332,30,9.34,2
5100068,2024-02-09T02:08:21.239293,9,3.42,1
5100217,2024-02-09T21:32:57.297342,1,32.59,2
5120498,2024-02-10T18:47:55.513295,14,92.81,4
5122794,2024-02-02T21:09:38.500004,7,53.47,5
5129806,2024-02-01T15:23:53.427791,23,20.93,2
5132188,2024-02-08T09:55:14.414885,27,37.35,2
5152485,2024-02-05T19:08:12.871414,6,6.48,1
5153038,2024-02-08T23:49:46.224014,27,22.22,2
5157855,2024-02-01T07:50:21.289728,11,14.01,3
5161326,2024-02-08T06:17:43.061344,11,16.88,1
5172571,2024-02-01T01:29:28.933903,14,33.76,1
5177275,2024-02-08T21:03:19.347226,24,83.4,5
5178663,2024-02-09T07:05:46.334569,5,95.14,5
5199598,2024-02-03T05:35:47.251066,14,72.68,5
5211940,2024-02-02T07:37:30.708653,22,86.55,3
5237157,2024-02-03T17:27:09.711006,16,39.75,1
5247029,2024-02-04T13:24:58.492116,28,89.71,5
5274226,2024-02-06T05:37:31.056700,12,67.64,3
5276129,2024-02-02T19:42:24.785529,18,84.64,3
5276228,2024-02-01T18:18:32.333937,2,25.75,4
5289475,2024-02-08T15:56:39.301347,20,69.27,2
5292318,2024-02-09T10:33:08.180903,10,84.85,5
5293680,2024-02-06T14:32:22.650734,29,48.92,3
5295883,2024-02-02T09:49:20.769171,5,87.88,4
5296634,2024-02-06T01:30:25.459698,13,33.91,3
5315008,2024-02-03T04:45:31.648162,30,40.67,5
5319041,2024-02-08T02:00:23.722574,25,22.14,3
5319579,2024-02-01T00:42:07.797911,6,27.44,3
5321640,2024-02-03T05:43:45.943286,13,8.88,1
5326317,2024-02-10T20:21:35.873101,30,19.32,1
5332114,2024-02-08T03:26:57.943786,10,53.0,2
5334954,2024-02-08T13:35:39.127319,21,24.42,2
5355242,2024-02-05T22:24:16.402293,25,15.91,2
5371877,2024-02-01T01:01:58.746236,28,99.42,4
5377050,2024-02-02T04:42:13.415332,7,24.07,2
5391393,2024-02-01T09:53:28.433272,5,19.6,1
5392544,2024-02-10T03:36:08.483169,6,46.66,3
5397508,2024-02-02T03:07:13.969234,6,69.16,2
5425089,2024-02-05T21:52:17.769112,9,55.29,3
5430355,2024-02-08T04:07:42.126837,24,38.56,3
5431278,2024-02-08T22:55:58.815153,25,18.25,3
5434982,2024-02-09T19:36:57.198289,23,106.08,5
5443142,2024-02-01T23:17:24.850157,13,28.87,2
5447788,2024-02-10T21:57:04.177778,7,78.84,5
5449363,2024-02-04T05:59:13.047544,22,6.64,1
